Complete-site	1106695
0.05	2835470
0.1	3083438
0.15	3211138
0.2	3295983
0.25	3352271
0.3	3392431
0.35	3422410
0.4	3447267
0.45	3466309
0.5	3481397
0.55	3495369
0.6	3505456
0.65	3513611
0.7	3522664
0.75	3529171
0.8	3532316
0.85	3533828
0.9	3534773
0.95	3535511
Unfiltered	3536230
